OBJECTID,SourceOID,DiscoveryAcres,FireDiscoveryDateTime,IncidentName,x,y,POOCounty,POOState,UniqueFireIdentifier
4973,7777993,2251.0,2020-03-08,OK Compartment 38/39,-87.48087,32.9242,Hale,US-AL,2020-ALALF-000079
61033,7849581,2242.0,2020-03-14,C-94/100,-95.04606,31.1287600000001,Trinity,US-TX,2020-TXTXF-000103
144844,5861171,2236.8,2019-03-18,SALT CREEK,-96.32416,36.7500000000001,Osage,US-OK,2019-OKOSA-000279
333011,28053336,2230.0,2023-08-26,Loop,-97.98966667,33.826,Clay,US-TX,2023-TXTXS-233617
358554,32965107,2212.0,2024-01-20,ANF White Oak Creek RX,-94.291361,31.101417,Angelina,US-TX,2024-TXTXF-000046
90327,2872438,2207.0,2017-04-23,Grant RX,-86.37033,44.1192,Mason,US-MI,2017-MIHMF-170084
304717,28025051,2206.0,2023-03-20,23 Thorny Creek BIL RX,-91.15504813,37.1221795,Shannon,US-MO,2023-MOOZP-MO-OZP
357023,32963573,2200.0,2024-03-09,DCNF Comp. 40/42 RX,-95.23345,31.334883,Houston,US-TX,2024-TXTXF-000151
200350,23837972,2200.0,2022-06-09,Titnuk Creek,-157.0152778,60.8,Dillingham,US-AK,2022-AKSWS-204246
176958,6444385,2200.0,2019-07-12,Peary Creek,-158.1925,62.1141667,Bethel,US-AK,2019-AKSWS-904536
156105,2146208,2200.0,2017-02-28,Prison,-101.81278333,34.53015,Swisher,US-TX,2017-TXTXS-001009
355013,28076346,2191.0,2024-02-24,RX Soda Hollow,-93.879,35.698,Franklin,US-AR,2024-AROZF-000407
145343,1153267,2190.0,2016-02-27,Wieeman,-96.5533,37.6689000000001,Butler,US-KS,2016-KSBUX-000171
252446,6361576,2183.0,2019-04-29,Coyote,-108.2326,33.59511,Catron,US-NM,2019-NMSCD-000242
32791,1129616,2166.0,2016-02-17,BU 205-206-340,-84.2877999999999,30.0837000000001,Wakulla,US-FL,2016-FLSMR-000847
300958,28021291,2162.0,2023-03-29,Rx Montgomery 1176,-95.77291667,30.5253,Montgomery,US-TX,2023-TXTXS-231176
176118,7769977,2159.0,2020-03-06,CN Wolf Pit 1/2/3,-86.70009,31.124,Covington,US-AL,2020-ALALF-000074
357375,32963927,2158.0,2024-03-11,East Fork RX,-93.69623,36.644911,Barry,US-MO,2024-MOMTF-000179
329397,28049721,2150.0,2023-08-12,Hawkeye,-98.62609314,34.00643097,Wichita,US-TX,2023-TXTXS-233105
329418,28049742,2126.0,2023-08-12,Burnett 109,-98.775186,33.93392,Wichita,US-TX,2023-TXTXS-233116
14202,4237970,2114.0,2018-05-14,C-13,-93.0674999999999,31.533056,Natchitoches,US-LA,2018-LAKIF-000202
11513,1047272,2102.0,2015-10-20,CPT 37/39,-82.3769,30.3491000000001,Baker,US-FL,2015-FLFNF-000746
336811,28058134,2100.0,2023-04-11,Singecat FY2023 Rx,-82.16429552,35.77275361,Yancey,US-NC,2023-NCBRP-2023NCGRF1
334420,28054747,2100.0,2023-09-02,YELLEPIT,-118.9668,46.0435,Benton,US-WA,2023-WAWFS-000651
23964,4149169,2090.0,2018-05-01,C-34/57,-93.175833,31.439444,Natchitoches,US-LA,2018-LAKIF-000180
356351,32936794,2087.0,2024-03-03,Doran WMA,-96.225272,46.137878,Otter Tail,US-MN,2024-MN1GS-000359
357518,32964068,2085.0,2024-03-12,WOLFS CREEK,-96.223739,36.341037,Osage,US-OK,2024-OKOSA-000728
304490,28024825,2084.0,2023-04-19,BIENVILLE CPT  45 46 RX,-89.54124,32.37126,Scott,US-MS,2023-MSMNF-000290
102495,4092373,2081.0,2018-04-20,CEDAR RUN,-96.63409,36.45633,Osage,US-OK,2018-OKOSA-000930
357446,32963999,2074.0,2024-03-12,Bear Paw RX,-91.0171,37.8079,Washington,US-MO,2024-MOMTF-000191
57804,7708781,2050.0,2020-02-14,CN Bear Bay Combined,-86.65993,31.1189400000001,Covington,US-AL,2020-ALALF-000041
76707,5475569,2046.0,2018-11-20,OK C-6,-87.379723,33.014059,Tuscaloosa,US-AL,2018-ALALF-000232
19794,7658374,2020.0,2020-02-06,Bluestem 1,-95.2939699999999,29.09704,Brazoria,US-TX,2020-TXBBR-000036
108643,2304199,2019.0,2017-04-17,Brittle 20 & 23 RX,-83.72722,44.40326,Iosco,US-MI,2017-MIHMF-170068
295237,23874755,2016.0,2022-07-21,SOUTHWEST MANEUVER A,-103.87019,34.30957,Roosevelt,US-NM,2022-NMN5S-000009
358834,32965387,2010.0,2024-03-19,Cameron Creek Rx,-108.150617,32.84205,Grant,US-NM,2024-NMSDC-000056
131776,9448780,2000.0,2020-06-12,Blue West 2,-101.709133333,35.6891833330001,Moore,US-TX,2020-TXTXS-200172
103332,923773,2000.0,2015-08-14,West,-101.24,30.2882000000001,Crockett,US-TX,2015-TXTXS-002010
263718,7532375,2000.0,2020-01-09,WEST 380,-103.4037,33.2707300000001,Lea,US-NM,2020-NMN5S-000008
283917,10832781,2000.0,2020-07-11,Blue Creek,-101.6473,35.7032,Moore,US-TX,2020-TXLAP-200284
15281,16319589,2000.0,2020-10-19,Warner Wetlands RX,-119.8268,42.45086,Lake,US-OR,2020-ORLAD-000039
263314,1104804,2000.0,2016-01-04,Telegraph West PB,-103.905602,44.236698,Lawrence,US-SD,2016-SDBKF-160019
162767,1625992,2000.0,2016-08-23,Flagstaff Hill,-104.7833333,48.5500000000001,Roosevelt,US-MT,2016-MTLG17-000115
266770,4132771,2000.0,2018-04-29,Escondido Tanks,-105.8629,32.1308900000001,Otero,US-NM,2018-NMLCD-000259
260045,19139190,2000.0,2021-03-30,Biesterfeld,-97.46917,46.39971,Ransom,US-ND,2021-NDDPF-210049
217566,23826781,2000.0,2022-03-30,Vib,-98.1011111,26.9602778,Brooks,US-TX,2022-TXTXS-222262
135634,5946373,2000.0,2019-04-09,WILD HORSE CREEK,-96.2871499999999,36.37105,Osage,US-OK,2019-OKOSA-000511
38084,4765586,2000.0,2018-07-27,Marsh Creek East RX,-86.00906,46.1859900000001,Schoolcraft,US-MI,2018-MISNR-180318
355793,32880393,2000.0,2024-02-28,687 Reamer,-101.5233333,35.7338889,Hutchinson,US-TX,2024-TXTXS-240338
95581,23845265,2000.0,2022-07-11,Spade Ranch,-100.7777,32.1186,Mitchell,US-TX,2022-TXTXS-223786
282205,844282,2000.0,2015-07-04,Copenhagen,-157.4046,58.903633,Dillingham,US-AK,2015-AKSWS-504710
305277,28025610,2000.0,2023-04-07,Smith Hills,-96.4189,39.10853,Riley,US-KS,2023-KSRLX-000437
59173,1105619,2000.0,2016-01-04,Wave Ripple TS PB,-103.6248,44.16396,Lawrence,US-SD,2016-SDBKF-160020
173032,3096024,2000.0,2017-06-20,Trinity,-118.489667,40.453917,Pershing,US-NV,2017-NVWID-020078
120443,23829272,2000.0,2022-04-06,Carlson,-96.67778,39.521944,Riley,US-KS,2022-KSRLX-000447
193264,2137844,2000.0,2017-02-23,Lit Ranch,-102.2352667,35.5525167000001,Oldham,US-TX,2017-TXTXS-001005
231818,6431579,2000.0,2019-07-11,Devil's Elbow,-156.127778,62.125,Yukon-Koyukuk,US-AK,2019-AKSWS-904496
303186,28023519,2000.0,2023-04-11,Wagstaff,-96.29803,38.82623,Wabaunsee,US-KS,2023-KSWBX-000345
100247,21063197,2000.0,2021-08-16,Dorothy Draw,-104.5553,46.7300300000001,Wibaux,US-MT,2021-MTMCD-000480
175077,2040537,2000.0,2016-12-16,Green Baca,-102.3435,35.3643333300001,Oldham,US-TX,2016-TXTXS-001043
57331,23830378,2000.0,2022-04-23,Leach CA,-100.1429,41.94638,Blaine,US-NE,2022-NENES-220220
235353,1354532,2000.0,2016-06-07,0152 AKAWANA OD,-121.481,44.4884500000001,Jefferson,US-OR,2016-OR955S-000152
217462,6724399,2000.0,2019-08-26,Vat,-101.3205556,31.3961111,Reagan,US-TX,2019-TXTXS-190291
158674,4469971,2000.0,2018-06-07,Apache Mtn Fire,-104.4818,31.2094000000001,Culberson,US-TX,2018-TXTXS-180591
13386,1047270,2000.0,2015-10-21,WILDERNESS STUDY AREA,-82.3831,30.3848,Baker,US-FL,2015-FLFNF-000749
263426,5361568,2000.0,2018-04-11,18-85,-95.99632,37.6911700000001,Greenwood,US-KS,2018-KSGWX-002354
200394,23837573,2000.0,2022-06-06,Aghaluk Mountain,-158.0063889,61.5702778,Bethel,US-AK,2022-AKSWS-204206
270697,968457,2000.0,2015-08-28,Twin Creeks,-152.320633,57.615783,Kodiak Island,US-AK,2015-AKKKS-503851
9441,1576459,2000.0,2016-08-08,PALOUSE FALLS,-118.2644444,46.7261111,Franklin,US-WA,2016-WAWFS-000387
231870,3188910,2000.0,2017-06-28,Sand Point,-115.4336,42.9003300000001,Elmore,US-ID,2017-IDTFD-000149
175248,19589190,2000.0,2021-05-07,Atchley Ranch,-103.7512,36.4185000000001,Union,US-NM,2021-NMN2S-000135
205490,4721969,2000.0,2018-07-18,SUBSTATION 0730 RN,-121.1026,45.57523,Wasco,US-OR,2018-ORWASN-000730
95667,7365175,2000.0,2019-11-26,Brittain Ranch,-101.390093,35.877934,Hutchinson,US-TX,2019-TXTXS-190565
207690,6499576,2000.0,2019-07-23,Sheep,-112.5228,43.7147800000001,Jefferson,US-ID,2019-IDINE-000081
240270,3891197,2000.0,2018-03-11,Trust,-97.59111,27.08806,Kenedy,US-TX,2018-TXTXS-000220
184356,23404792,2000.0,2022-02-16,755,-98.158333333,26.9344333330001,Brooks,US-TX,2022-TXTXS-221067
175359,10767181,2000.0,2020-07-12,ROAD 11,-119.7977,47.7786600000001,Douglas,US-WA,2020-WAWFS-000314
169500,3929166,2000.0,2018-03-31,GOOD,-103.7363,33.1608000000001,Lea,US-NM,2018-NMN5S-000167
10730,23852018,2000.0,2022-08-05,Riparia,-117.8147,46.6397,Whitman,US-WA,2022-WAWFS-020205
89629,10760780,2000.0,2020-07-11,Oxbow,-100.742436,34.477182,Hall,US-TX,2020-TXTXS-200279
73070,4000369,1997.0,2018-04-13,C-44/367,-92.625556,31.116389,Rapides,US-LA,2018-LAKIF-000155
211470,19081994,1993.0,2020-01-24,PAIS Front Country N FY20 RX,-97.2982,27.4723000000001,Kleberg,US-TX,2020-TXPAP-6313697
254000,19391990,1990.0,2021-04-17,Highway 20 - Harding,-103.5148,45.55244,Harding,US-SD,2021-SDHRX-000064
11593,4104770,1983.0,2018-04-25,C-41/42,-92.530833,31.6425,Grant,US-LA,2018-LAKIF-000174
354903,32819207,1980.0,2024-02-07,DCNF Comp. 1/3 RX,-95.30845,31.488467,Houston,US-TX,2024-TXTXF-000070
334033,28054357,1957.0,2023-08-31,Smore,-100.208533,35.968167,Hemphill,US-TX,2023-TXTXS-233784
357637,32964190,1956.0,2024-03-10,SNF Conner Creek RX,-93.7998,31.2447,Sabine,US-TX,2024-TXTXF-000152
19345,4153967,1956.0,2018-05-02,C-24/25/76,-92.694386,31.2239670000001,Rapides,US-LA,2018-LAKIF-000183
5017,7745179,1954.0,2020-02-27,OK Compartment 32/44,-87.3975,32.94158,Bibb,US-AL,2020-ALALF-000057
352814,28074144,1953.0,2024-02-02,OAK Comp 32 44 RX,-87.397588,32.946522,Bibb,US-AL,2024-ALALF-240043
306606,28026942,1950.0,2023-05-02,BIENVILLE CPT 36 37 RX,-89.6362,32.39267,Scott,US-MS,2023-MSMNF-000317
343462,28064790,1946.0,2023-11-07,Rocky Branch,-82.7002778,37.2444444,Pike,US-KY,2023-KYKYS-231952255
301962,28022295,1946.0,2023-04-05,Loma Desert,-105.91731725,31.83682555,Hudspeth,US-TX,2023-TXTXS-231336
60705,4054770,1942.0,2018-04-18,C-256,-93.1949999999999,31.0277780000001,Vernon,US-LA,2018-LAKIF-000164
67615,6403198,1905.0,2019-04-30,Chick RD Burn Block4 & 20,-88.96143,31.48323,Jones,US-MS,2019-MSMNF-000041
264157,1496195,1903.0,2016-07-21,Pinto,-115.8592,39.4769440000001,White Pine,US-NV,2016-NVELD-040087
235845,2137046,1900.0,2017-02-15,Breach,-100.6505556,38.8388889,Gove,US-KS,2017-KSGOX-000170
64062,25553190,1900.0,2022-08-06,SNF OAK,-119.8317,37.54365,Mariposa,US-CA,2022-CASNF-000975
59495,1524564,1900.0,2016-07-28,East Marsh Creek RX,-85.9462799999999,46.2887000000001,Schoolcraft,US-MI,2016-MISNR-002339
189845,23831395,1900.0,2022-04-29,Dancing Mule,-102.9158333,34.2316667,Bailey,US-TX,2022-TXTXS-222832
354938,32822395,1872.0,2024-02-23,OAK COMP 13 RX,-87.36436,32.983922,Bibb,US-AL,2024-ALALF-240108
324835,28045161,1871.0,2023-07-26,Lowline(2023/2024),-107.075717,38.719883,Gunnison,US-CO,2023-COGMF-000176
46394,5484368,1868.0,2018-10-01,LONG RIDGE PRESCRIBED BURN,-82.18114,39.4813500000001,Hocking,US-OH,2018-OHWAF-189909
65016,5670769,1868.0,2019-01-23,CY19 LONG RIDGE PRESCRIBED BURN,-82.186,39.4921390000001,Hocking,US-OH,2019-OHWAF-199901
31332,6062376,1866.0,2019-05-02,Chickasawhay RD RX Burn C-383/384,-88.895,31.575278,Wayne,US-MS,2019-MSMNF-000048
264728,7747182,1856.0,2020-02-28,CHICK - BB 19 CPT 414 & 417,-88.81589,31.4628300000001,Wayne,US-MS,2020-MSMNF-000071
17322,3906034,1855.0,2018-03-21,RX - Hard Burr,-93.99382,35.6477400000001,Franklin,US-AR,2018-AROZF-000629
85654,13291189,1855.0,2020-08-17,BALDY,-117.8579,44.41761,Malheur,US-OR,2020-ORVAD-000155
355026,32831993,1854.0,2024-02-24,Thompson Hollow RX,-91.273633,37.395583,Shannon,US-MO,2024-MOMTF-000092
116872,7569174,1854.0,2020-01-21,DE SOTO - BB 8364,-89.0665999999999,30.6866000000001,Stone,US-MS,2020-MSMNF-000026
352865,28074195,1853.0,2024-02-03,OAK Comp 49 RX,-87.367141,32.913649,Bibb,US-AL,2024-ALALF-240049
78695,5827571,1852.0,2019-03-07,OK C-49,-87.369722,32.919722,Bibb,US-AL,2019-ALALF-000029
342698,28064026,1850.0,2023-11-03,Bradford Town,-83.6516667,36.7733333,Bell,US-KY,2023-KYKYS-230132047
343078,28064406,1833.0,2023-11-05,Sidney,-82.3441667,37.6233333,Pike,US-KY,2023-KYKYS-231952169
27788,4149969,1831.0,2018-05-01,C-115/40,-92.849722,32.0088890000001,Winn,US-LA,2018-LAKIF-000181
126493,7748384,1830.0,2020-02-29,SC West End A/B Rabbit Road,-85.5934099999999,33.8164800000001,Calhoun,US-AL,2020-ALALF-000063
352026,28073370,1815.0,2024-01-31,OAK Compartment 50/51 RX,-87.395583,32.901083,Bibb,US-AL,2024-ALALF-240034
66795,3951168,1801.0,2018-04-05,C-261/262,-93.188056,31.061944,Vernon,US-LA,2018-LAKIF-000150
146555,19560404,1800.0,2021-04-26,North Lake ,-99.8559299999999,38.79794,Trego,US-KS,2021-KSTRX-000451
145526,3269079,1800.0,2017-07-09,Bear Mountain,-142.85,65.9666700000001,Yukon-Koyukuk,US-AK,2017-AKUYD-000325
93247,23751596,1800.0,2022-03-16,Burr,-100.543611111,29.028333333,Maverick,US-TX,2022-TXTXS-221678
239927,2266144,1800.0,2017-04-07,Warren Road,-96.05806,39.08917,Wabaunsee,US-KS,2017-KSWBX-000447
197404,7661177,1800.0,2020-01-21,K-25 and Rd 17,-101.2805,38.2788100000001,Wichita,US-KS,2020-KSWHX-000080
139491,2303789,1800.0,2017-04-18,Zane Hills,-156.57233,66.4370000000001,Yukon-Koyukuk,US-AK,2017-AKGAD-000018
339747,28061072,1800.0,2023-09-26,Montoya Blas RX,-106.414217,36.486283,Rio Arriba,US-NM,2023-NMCAF-000508
122539,992812,1788.02,2015-09-15,Lone Tree,-103.242302,42.8489000000001,Dawes,US-NE,2015-NENES-150545
22001,3860915,1786.9,2018-02-23,OK Compartment 40,-87.4630339999999,32.908019,Hale,US-AL,2018-ALALF-000036
354634,32796001,1783.0,2024-02-21,Loggers Lake RX,-91.2633,37.4003,Shannon,US-MO,2024-MOMTF-000067
215305,3732356,1776.0,2017-12-12,Nat Out Nine,-114.875,37.2252780000001,Lincoln,US-NV,2017-NVELD-040262
356230,28077563,1776.0,2024-03-02,DCNF Comp 15 RX,-95.165967,31.4828,Houston,US-TX,2024-TXTXF-000134
64067,1140196,1773.0,2016-02-18,Co Rd 128,-104.348503,40.926899,Weld,US-CO,2016-COWEX-000047
300959,28021292,1772.0,2023-03-28,Rx Sabine 1130,-93.84116667,31.24441667,Sabine,US-TX,2023-TXTXS-231130
149088,5944777,1750.0,2019-03-21,Atwood Ridge RX,-89.3350399999999,37.4042600000001,Union,US-IL,2019-ILSHF-000052
102900,23828996,1728.0,2022-04-11,ARBUCKLE,-97.3833333,34.39,Carter,US-OK,2022-OKCHA-001153
24721,1129537,1719.0,2016-02-13,BU 18 - 22,-84.3754,30.0752000000001,Wakulla,US-FL,2016-FLSMR-000838
130002,3906440,1719.0,2018-03-21,C-6/7,-92.4831,31.7153000000001,Grant,US-LA,2018-LAKIF-000125
61803,7838388,1705.0,2020-03-13,Compartment 78,-95.1173899999999,31.28178,Houston,US-TX,2020-TXTXF-000102
75010,23868121,1703.0,2022-01-07,MM38,-104.74222,36.02597,Mora,US-NM,2022-NMN4S-N4S-18
43898,1047271,1700.0,2015-10-21,IMPASSABLE BAY,-82.4802,30.3885000000001,Columbia,US-FL,2015-FLFNF-000748
92926,2272330,1700.0,2017-03-10,DENNISON EAGLE MTN,-88.40104,37.69714,Saline,US-IL,2017-ILSHF-000049
358573,32965126,1690.0,2024-02-20,DCNF Comp. 114 RX,-94.92205,31.145417,Trinity,US-TX,2024-TXTXF-000094
357975,32964528,1682.0,2024-03-13,CEDAR CREEK,-96.285259,36.362646,Osage,US-OK,2024-OKOSA-000746
70976,1119692,1681.0,2016-01-30,BU 50,-84.785599,30.1583000000001,Liberty,US-FL,2016-FLFNF-000808
306053,28026391,1678.0,2023-04-28,Marsh,-104.79772,35.84024,Mora,US-NM,2023-NMN4S-000051
202654,23829166,1676.0,2022-04-14,KANE,-96.1416667,36.7572222,Osage,US-OK,2022-OKOSA-001167
116392,7748785,1675.0,2020-02-29,Norwood North,-94.19095,31.4488900000001,San Augustine,US-TX,2020-TXTXF-000073
57873,5854369,1669.0,2019-03-16,Coopers Branch,-93.83544,31.2533300000001,Sabine,US-TX,2019-TXTXF-000132
352208,28073542,1663.0,2022-11-08,KAUAULA FIRE,-156.62282788,20.87783949,Maui,US-HI,2022-HIMAUX-MA-22-0003
358583,32965138,1663.0,2024-03-11,SHNF Comp. 29 RX,-95.7053,30.515367,Montgomery,US-TX,2024-TXTXF-000156
354881,32819991,1662.0,2024-02-19,SHNF Comp 16/17 RX,-95.72955,30.524117,Montgomery,US-TX,2024-TXTXF-000090
23592,3885844,1645.0,2018-03-08,North River RX,-79.28334,38.4166000000001,Augusta,US-VA,2018-VAVAF-180068
116722,4067569,1645.0,2018-04-19,C-51,-92.470278,31.6263890000001,Grant,US-LA,2018-LAKIF-000167
15211,7532776,1644.0,2020-01-10,BU-98,-85.04027,30.03146,Liberty,US-FL,2020-FLFNF-000015
51715,4046772,1644.0,2018-04-16,MASHUNKASHEY,-96.27,36.7500000000001,Osage,US-OK,2018-OKOSA-000874
353911,28075245,1639.0,2024-02-15,SCK HOUCK CK RX,-85.578333,33.724444,Cleburne,US-AL,2024-ALALF-240081
136192,6465978,1625.0,2019-07-17,STONY,-121.2918,35.98371,Monterey,US-CA,2019-CAFHL-001525
21418,3907561,1618.0,2018-03-22,Compartment 4 5 6 7 8,-83.688667,33.054383,Jones,US-GA,2018-GACHF-000020
128126,19752390,1614.0,2021-05-20,Wilson Creek,-114.3806,38.2501280000001,Lincoln,US-NV,2021-NVELD-040026
52349,5827570,1604.0,2019-03-07,CN Miller Creek 05,-86.752368,31.0624980000001,Escambia,US-AL,2019-ALALF-000028
85576,23831003,1603.0,2022-04-22,Road 702,-100.1591,39.96258,Norton,US-KS,2022-KSNTX-000576
34411,3995574,1602.0,2018-04-13,Buddy Cove,-84.7055559999999,34.8713890000001,Murray,US-GA,2018-GACHF-000030
252010,3447522,1600.0,2017-08-25,Skyview Ridge,-107.15105,48.2869670000001,Valley,US-MT,2017-MTLED-000348
7890,12723180,1600.0,2020-08-07,Hwy 384 MM 29,-107.0795,45.89615,Big Horn,US-MT,2020-MTLG22-200616
160924,23870445,1600.0,2022-12-01,Doyle Creek,-96.8927,38.2087,Marion,US-KS,2022-KSMNX-001944
217350,23827011,1600.0,2022-04-01,Red Mud,-101.0527778,33.4688889,Crosby,US-TX,2022-TXTXS-222283
211566,12275580,1600.0,2020-08-03,Horse Creek 2,-107.043,45.8963900000001,Treasure,US-MT,2020-MTLG22-200352
255038,2261703,1598.0,2017-03-19,Big Muddy Bottoms,-89.4263999999999,37.6831,Jackson,US-IL,2017-ILSHF-000061
356322,32935200,1594.0,2024-03-03,Snake Trail,-93.4602778,44.1063889,Waseca,US-MN,2024-MN3XS-000358
23053,3734746,1593.0,2017-12-13,CN Blue Spring East 04,-86.553056,31.168889,Covington,US-AL,2017-ALALF-000145
153082,3810731,1589.0,2018-01-24,WEST ALABAMA,-96.19086,35.2947300000001,Okfuskee,US-OK,2018-OKOMA-000131
33431,5987583,1584.0,2019-04-23,Chick Burn Block 393,-88.766,31.5683000000001,Wayne,US-MS,2019-MSMNF-000031
354862,28076195,1583.0,2024-02-21,SCK BIG OAK B RX,-85.546333,33.729,Cleburne,US-AL,2024-ALALF-240099
79643,3915671,1582.0,2018-03-27,C-20,-92.5975,31.673056,Grant,US-LA,2018-LAKIF-000143
244809,7749187,1580.0,2020-02-29,BK Moreland,-87.3117799999999,34.2128300000001,Winston,US-AL,2020-ALALF-000066
322988,28043317,1576.0,2023-07-19,Florida,-98.54893623,27.25429124,Jim Hogg,US-TX,2023-TXTXS-232559
1519,5743569,1575.0,2019-02-09,Compartment 115,-83.783833,33.203,Jasper,US-GA,2019-GACHF-000003
13234,5742769,1556.0,2019-02-09,OK C-23,-87.4494079999999,32.9633190000001,Hale,US-AL,2019-ALALF-000007
258360,1294098,1554.0,2016-05-04,2016 JBER RX Burn,-149.682932,61.253912,Anchorage,US-AK,2016-AKMSS-MRXM16
31133,7747186,1553.0,2020-02-28,Indian Creek,-94.27937,31.25987,San Augustine,US-TX,2020-TXTXF-000071
52433,5865574,1552.0,2019-03-20,CN Blue Spring West 08,-86.606638,31.1096200000001,Covington,US-AL,2019-ALALF-000053
281980,1078008,1550.0,2015-11-11,Volz Fire,-95.8051,37.3058,Montgomery,US-KS,2015-KSMGX-001643
5404,3893662,1549.0,2018-03-13,CN Miller Creek 03,-86.761667,31.0872220000001,Escambia,US-AL,2018-ALALF-000066
354882,28076216,1530.0,2024-02-20,ANF Norwood North RX,-94.186944,31.4445,San Augustine,US-TX,2024-TXTXF-000093
14011,5852771,1529.0,2019-03-16,LAKEVIEW BLOCK E,-93.69655,31.2680500000001,Sabine,US-TX,2019-TXTXF-000133
153945,5917971,1518.0,2019-04-03,COPPEROUS BRANCH,-89.1685899999999,37.6606600000001,Jackson,US-IL,2019-ILSHF-000111
185100,1078779,1500.0,2015-11-21,Blue Northern,-101.321,35.5156000000001,Carson,US-TX,2015-TXTXS-001011
74200,799391,1500.0,2015-06-21,Rex Complex,-147.818,64.8394000000001,Fairbanks North Star,US-AK,2015-AKFAS-511899
138412,6710826,1500.0,2019-08-17,Spur Ranch Headquarters,-100.937333333,33.627333333,Dickens,US-TX,2019-TXTXS-190244
198866,4713971,1500.0,2018-07-16,EAST WHITE,-115.6174,42.5182800000001,Owyhee,US-ID,2018-IDBOD-000534
190103,3321688,1500.0,2017-07-25,Hardball,-100.9575,36.09833,Ochiltree,US-TX,2017-TXTXS-001028
192927,6518380,1500.0,2019-07-25,BONELLI PEAK,-114.2764,36.1644440000001,Clark,US-NV,2019-NVSND-590329
165803,22715990,1500.0,2021-12-15,North 207,-101.331833333,35.5515,Carson,US-TX,2021-TXTXS-213583
243420,948762,1500.0,2015-08-23,MK,-99.7612,30.1903,Edwards,US-TX,2015-TXTXS-005010
179092,23865383,1500.0,2022-10-12,145th Road ,-96.76406,38.3046,Chase,US-KS,2022-KSCSX-001793
136701,23833472,1500.0,2022-05-12,Mayfield,-99.0752778,31.0391667,San Saba,US-TX,2022-TXTXS-222944
100544,2038435,1500.0,2016-12-16,Carson 1059,-101.20233333,35.595,Carson,US-TX,2016-TXTXS-001041
250521,19217603,1500.0,2021-04-04,Easter,-97.976642,38.217023,Rice,US-KS,2021-KSRCX-000301
240890,9210380,1500.0,2020-06-02,Kochilagok Hill,-164.3232,61.6274670000001,Kusilvak,US-AK,2020-AKSWS-004153
242867,803668,1500.0,2015-06-22,Iron,-151.255,63.3492000000001,Denali,US-AK,2015-AKTAD-000460
256006,14173588,1500.0,2020-08-30,Deep Creek,-99.149783333,32.68715,Shackelford,US-TX,2020-TXTXS-200572
343092,28064420,1500.0,2023-11-04,Yocum Creek Road,-83.0977778,36.845,Harlan,US-KY,2023-KYKYS-230952116
109880,23832010,1500.0,2022-05-02,TRUCK TIRE,-103.581,34.11263,Roosevelt,US-NM,2022-NMN5S-000196
123304,14257188,1500.0,2020-09-01,Ferguson ,-101.3757,31.1193000000001,Reagan,US-TX,2020-TXTXS-200588
148665,824532,1500.0,2015-06-27,Poorman Creek,-155.932,63.9775000000001,Yukon-Koyukuk,US-AK,2015-AKGAD-000667
257511,842652,1500.0,2015-07-05,Munsatli 2,-153.019,63.6292000000001,Yukon-Koyukuk,US-AK,2015-AKTAD-000703
158150,23828587,1500.0,2022-04-09,Illinois Creek,-96.37222,38.866667,Wabaunsee,US-KS,2022-KSWBX-000375
301790,28022121,1500.0,2023-03-31,GOAD,-96.17604,36.41495,Osage,US-OK,2023-OKOSA-000755
204429,3398701,1500.0,2017-08-08,Potato,-104.5488,45.3541900000001,Carter,US-MT,2017-MTMCD-000371
109769,3281221,1500.0,2017-07-14,Nowitna,-154.11822,64.37469,Yukon-Koyukuk,US-AK,2017-AKTAD-000336
181793,23832167,1500.0,2022-05-04,380 MAY,-103.6892,33.3833,Lea,US-NM,2022-NMN5S-000198
85297,923703,1500.0,2015-08-13,Sutton Ranch,-101.617,30.6691000000001,Crockett,US-TX,2015-TXTXS-002007
180116,1606543,1500.0,2016-08-17,Laidlaw,-113.5578,43.2123300000001,Blaine,US-ID,2016-IDTFD-000224
98468,23828423,1500.0,2022-04-09,Training Area 23,-98.5528333,29.6865,Bexar,US-TX,2022-TXTXS-222533
295508,23875031,1500.0,2022-05-02,TRUCK TIRE,-103.5812,34.0092,Roosevelt,US-NM,2022-NMN5S-N5S116
237875,5361168,1500.0,2018-04-17,18-94,-96.33518,37.4540500000001,Elk,US-KS,2018-KSEKX-002353
30093,6945579,1500.0,2019-09-25,Stephen County,-98.59658,32.5688400000001,Stephens,US-TX,2019-TXBAR-000236
54182,4180770,1499.0,2018-05-07,C-13/17/18,-92.9613889999999,32.0713890000001,Natchitoches,US-LA,2018-LAKIF-000191
304661,28024995,1498.0,2023-04-11,23 ET1 ET2 ET3 TS3 TS4 RF18 RX,-96.50754915,38.4143414,Chase,US-KS,2023-KSTGP-KS-TGP
354492,28075824,1492.0,2024-02-21,RX Turkey Hollow,-93.3174,35.6469,Johnson,US-AR,2024-AROZF-000339
352227,28073504,1482.0,2024-02-01,OAK Comp 31 RX,-87.386417,33.0,Bibb,US-AL,2024-ALALF-240023
295600,23875121,1482.0,2022-03-29,BLACKWATER DRAW,-103.2438,34.2442,Roosevelt,US-NM,2022-NMN5S-N5S072
148773,1123747,1471.0,2016-02-11,CPT 74 Blackman,-82.375999,30.2721,Baker,US-FL,2016-FLFNF-000828
