OBJECTID,SourceOID,DiscoveryAcres,FireDiscoveryDateTime,IncidentName,x,y,POOCounty,POOState,UniqueFireIdentifier
201334,4087174,11154.0,2018-04-22,Illegal Campfire #5,-111.913,34.8558400000001,Yavapai,US-AZ,2018-AZCOF-000250
200507,23840993,11097.2,2022-06-25,Porcupine Creek,-145.013167,64.648,Fairbanks North Star,US-AK,2022-AKFAS-211375
301785,28022118,10800.0,2023-03-31,ZINK,-96.20493,36.30688,Osage,US-OK,2023-OKOSA-000752
341481,28062807,10559.0,2023-10-24,H&H Complex,-94.0463889,29.7863889,Jefferson,US-TX,2023-TXTXS-234395
218889,23805193,10177.0,2022-03-20,Big L,-98.0034409,32.36159702,Erath,US-TX,2022-TXTXS-221839
155999,2157043,10000.0,2017-03-06,Perryton,-100.531,36.0865000000001,Lipscomb,US-TX,2017-TXTXS-001012
33181,23830372,10000.0,2022-04-23,Nebraska Spring 22,-100.7601,41.14018,Lincoln,US-NE,2022-NENES-220221
200228,23826144,10000.0,2022-03-27,Bell 2101,-97.6213889,31.2641667,Coryell,US-TX,2022-TXTXS-222101
341455,28062782,9600.0,2023-10-24,H&H North,-94.08358333,29.8423,Jefferson,US-TX,2023-TXTXS-234394
17200,3829606,9078.0,2018-01-03,Black Range - Area 74 RX,-107.8598,33.4706600000001,Sierra,US-NM,2018-NMGNF-000012
268447,23826179,8750.0,2022-03-27,LIBERTY RANCH,-96.19142,36.64734,Osage,US-OK,2022-OKOSA-000946
29701,982157,8700.0,2015-08-14,Eustis - MT-HDC,-111.442,46.0552000000001,Broadwater,US-MT,2015-MTBZC-000094
268886,10875180,8602.0,2020-07-13,Big Summit,-114.1107,37.8893830000001,Lincoln,US-NV,2020-NVELD-040078
358313,32964866,8410.0,2024-03-15,ZINK,-96.274915,36.309915,Osage,US-OK,2024-OKOSA-000758
301931,28022264,8118.0,2023-04-04,Bent Willow,-101.98271098,35.36980481,Potter,US-TX,2023-TXTXS-231329
35350,19537189,8000.0,2021-05-03,Stateline Strawberry RX,-120.8816,42.0994700000001,Klamath,US-OR,2021-ORFWF-210024
301576,28021909,8000.0,2023-03-31,TIMBER HILL,-96.43076,36.66217,Osage,US-OK,2023-OKOSA-000732
329282,28049606,8000.0,2023-08-11,Campbell,-98.69302549,33.40514575,Archer,US-TX,2023-TXTXS-233077
236427,1576471,7695.0,2016-08-08,Overland,-115.6258,39.9661110000001,White Pine,US-NV,2016-NVELD-040130
104994,22666792,7500.0,2021-12-10,Arrowhead,-98.29397804,33.8531034150001,Clay,US-TX,2021-TXTXS-213514
273532,3337986,7100.0,2017-07-21,Yooper,-104.7345,48.06199,Richland,US-MT,2017-MTMCD-000259
204270,15895988,7000.0,2020-10-11,Jackalope,-100.9313,35.6882000000001,Roberts,US-TX,2020-TXTXS-200739
358806,32965359,6975.0,2024-03-15,ALRED,-96.385833,36.5705,Osage,US-OK,2024-OKOSA-000808
37522,7277584,6634.0,2018-08-31,FDH-MTLG17254,-105.408333,48.3527780000001,Roosevelt,US-MT,2018-MTLG17-000254
225967,3183818,6506.18,2017-06-26,Cole Creek,-116.118617,40.5855,Elko,US-NV,2017-NVEKD-010108
98346,865242,6500.0,2015-07-19,Mingvk Lake,-164.533,65.4167,Nome,US-AK,2015-AKGAD-000772
224370,1068893,6400.0,2015-11-11,62nd Road,-96.84,37.3892000000001,Cowley,US-KS,2015-KSCLX-001618
260106,935441,6300.0,2015-08-14,Eustis,-111.442101,46.055302,Broadwater,US-MT,2015-MTCES-000184
97995,3827874,6000.0,2018-02-03,EAST BUFORD,-96.46444,36.42078,Osage,US-OK,2018-OKOSA-000226
200314,20367191,6000.0,2021-07-09,Peterson,-107.8441,46.4724400000001,Musselshell,US-MT,2021-MTLG23-210280
199294,19019191,6000.0,2021-03-18,King,-98.0876289999999,26.953071,Brooks,US-TX,2021-TXTXS-210983
175723,5826370,6000.0,2019-03-07,Collins Park RX-D6,-108.4434,33.6323800000001,Catron,US-NM,2019-NMGNF-000049
135364,23474789,6000.0,2022-02-22,28123,-100.691166667,36.088666667,Ochiltree,US-TX,2022-TXTXS-221202
36173,2160195,6000.0,2017-03-05,Reno County,-97.8595,38.10114,Reno,US-KS,2017-KSRNX-000266
344123,28065452,5925.0,2023-11-11,Scott County- Huntsville- 6561 Smokey Creek Road-,-84.4005556,36.2227778,Scott,US-TN,2023-TNTNS-231141
3661,1515685,5662.0,2016-07-26,Vineyard 2,-112.7311111,47.1647222,Lewis and Clark,US-MT,2016-MTCES-000158
182202,13819988,5640.0,2020-08-24,Sage,-105.887194444,48.180722222,Valley,US-MT,2020-MTFPA-200100
280903,1506746,5629.0,2016-07-23,Lower Ebbs,-112.1807,39.17528,Millard,US-UT,2016-UTFIF-006146
297452,27842390,5569.0,2023-02-26,Big Fin Flats,-102.71262,35.27324,Oldham,US-TX,2023-TXTXS-230620
5285,7748786,5413.0,2020-02-29,OK PAYNE LAKE,-87.4530599999999,32.8881500000001,Hale,US-AL,2020-ALALF-000064
69362,1283823,5409.0,2016-05-05,Paliza RXBP,-106.5791,35.7023,Sandoval,US-NM,2016-NMSNF-000094
42719,23858518,5208.0,2022-08-31,ROUTE,-118.6433,34.51935,Los Angeles,US-CA,2022-CAANF-002884
82429,3459445,5191.0,2017-08-28,South Fork BAER,-119.5984,37.5375700000001,Mariposa,US-CA,2017-CAYNP-000117
335317,28055642,5075.0,2023-09-08,Cowan,-99.07153535,33.63200888,Baylor,US-TX,2023-TXTXS-234012
289448,4692376,5052.0,2018-07-14,FERGUSON ,-119.8811,37.6519500000001,Mariposa,US-CA,2018-CASNF-000745
141617,23030389,5000.0,2022-01-15,Mill Creek,-99.2499999999999,32.8700000000001,Shackelford,US-TX,2022-TXTXS-220269
200241,23770790,5000.0,2022-03-17,Kidd,-98.8291333,32.33495,Eastland,US-TX,2022-TXTXS-221743
122782,18724788,5000.0,2021-02-10,North Jones,-98.409264,26.978645,Brooks,US-TX,2021-TXTXS-210420
248282,21765589,5000.0,2021-09-29,Badger Hole,-105.799528,48.1891670000001,Roosevelt,US-MT,2021-MTFPA-000561
93944,3188477,5000.0,2017-06-28,Centennial,-115.5407,42.8204000000001,Owyhee,US-ID,2017-IDMHQ-000151
31718,19625589,5000.0,2021-05-10,Oriana RX,-120.9483,42.18712,Klamath,US-OR,2021-ORFWF-210027
14742,1195523,5000.0,2016-04-05,350 Complex,-99.3582,36.5102010000001,Woodward,US-OK,2016-OKOKS-000364
77044,4022371,5000.0,2018-04-13,DESCHUTES RX 0094,-121.2607,44.09164,Deschutes,US-OR,2018-ORDEF-000094
87846,23828053,5000.0,2022-04-07,Britt,-100.0569444,35.4447222,Wheeler,US-TX,2022-TXTXS-222445
258157,4779172,5000.0,2018-07-28,AREA 19,-116.2393,37.2286300000001,Nye,US-NV,2018-NVNTE-580334
183755,1163908,5000.0,2016-03-17,Rd 80,-96.308998,38.2818980000001,Lyon,US-KS,2016-KSLYX-000257
170267,807259,5000.0,2015-06-26,Melogitna,-154.8,65.2833000000001,Yukon-Koyukuk,US-AK,2015-AKGAD-000647
55074,3632138,5000.0,2017-10-24,2017 HMF RXM2,-85.52,44.1867700000001,Wexford,US-MI,2017-MIHMF-170235
92067,992420,5000.0,2015-09-14,Crater Creek,-98.6025,34.6858,Comanche,US-OK,2015-OKWMR-000261
57117,3719782,5000.0,2017-12-06,RYE,-118.6179,34.4081200000001,Los Angeles,US-CA,2017-CACDD-020957
181757,23768799,5000.0,2022-03-17,Chico Lane,-101.41477442,31.10610138,Reagan,US-TX,2022-TXTXS-221724
25729,5973570,4986.0,2019-04-16,RX BURN UNITS 3 6 8 8A 9 9A,-95.254068,48.0057320000001,Clearwater,US-MN,2019-MNRLA-000025
233965,849923,4963.0,2015-07-12,South Sarpy,-107.156,45.7808000000001,Big Horn,US-MT,2015-MTLG22-015411
354460,32784792,4806.0,2024-02-20,Bridges RX,-91.088604,36.830784,Carter,US-MO,2024-MOMTF-000058
139141,23826487,4728.0,2022-03-28,BIRCH CREEK,-96.19237,36.48993,Osage,US-OK,2022-OKOSA-000977
26412,7743983,4655.0,2020-02-27,C-16/17/18/19,-95.17715,31.5184600000001,Houston,US-TX,2020-TXTXF-000065
16024,23835233,4600.0,2022-04-13,Lost Bear Rx FY2022,-82.19244911,35.7338904,McDowell,US-NC,2022-NCBRP-NCF220151
332362,28052687,4520.0,2023-08-23,Churchill,-101.18662,34.81037,Armstrong,US-TX,2023-TXTXS-233510
281726,3903333,4500.0,2018-03-19,Channing,-102.28366666,35.7091666600001,Hartley,US-TX,2018-TXTXS-000268
60084,23870641,4500.0,2022-12-06,Rohrbach,-99.50973,45.35065,Edmunds,US-SD,2022-SDSDS-220876
186812,23830588,4500.0,2022-04-22,County Road R,-102.5461,40.05809,Yuma,US-CO,2022-COYMX-000155
260998,2137447,4480.0,2017-02-23,2017-117,-100.9927778,37.9277778000001,Finney,US-KS,2017-KSFIX-000172
253871,18935197,4434.0,2021-03-09,Big Rocks,-115.000883,37.739833,Lincoln,US-NV,2021-NVELD-040007
334245,28054570,4428.0,2023-09-01,Game Preserve,-95.6277778,30.8558333,Walker,US-TX,2023-TXTXS-233804
66430,3577104,4297.0,2017-09-28,BU 9,-84.81423,30.27885,Liberty,US-FL,2017-FLFNF-001386
95453,6223575,4263.0,2019-05-24,NW SANDS UNITS I/F/C/A,-91.300167,46.6397830000001,Bayfield,US-WI,2019-WICNF-190046
103993,23866357,4240.0,2022-10-22,SOUTH SOONER LAKE,-97.00576,36.34438,Pawnee,US-OK,2022-OKPAA-002924
10725,3909644,4203.0,2018-03-23,C-37/38/39,-93.1077779999999,31.426944,Natchitoches,US-LA,2018-LAKIF-000137
271920,872766,4200.0,2015-07-20,Blue Creek,-118.117699,46.0670010000001,Walla Walla,US-WA,2015-WASES-000653
166350,1438552,4140.0,2016-07-07,BACA,-113.2625,34.92578,Yavapai,US-AZ,2016-AZA5S-004668
355092,28076427,4012.0,2024-02-24,North CIG,-101.861364,35.627622,Moore,US-TX,2024-TXTXS-240251
7880,4655975,4001.0,2018-07-06,LIONS BAER,-119.1268,37.5653800000001,Madera,US-CA,2018-CASNF-000680
170305,3887824,4000.0,2018-03-08,Stateline,-103.0613,36.921389,Union,US-NM,2018-NMN2S-000055
219049,3912389,3951.0,2018-03-24,DRUMB,-96.33361,36.5050000000001,Osage,US-OK,2018-OKOSA-000736
116701,7751575,3950.0,2020-03-01,Longfellow Nine Mile Complex,-102.5611478,30.2257754,Terrell,US-TX,2020-TXTXS-200065
327314,28047640,3950.0,2023-08-03,Laguna Larga,-97.980698,27.311916,Kleberg,US-TX,2023-TXTXS-232751
133665,23827012,3900.0,2022-04-01,Dubbs Creek,-100.3613889,35.4877778,Wheeler,US-TX,2022-TXTXS-222279
177513,3886249,3900.0,2018-03-06,DOUBLE 60,-96.1815799999999,36.7544500000001,Osage,US-OK,2018-OKOSA-000422
210753,23861252,3900.0,2022-09-15,Miller Ranch,-99.73412,37.27133,Clark,US-KS,2022-KSCAX-001667
326346,28046673,3883.0,2023-07-31,Little Mesa,-108.33315,38.655052,Montrose,US-CO,2023-COUPD-000186
307583,28027923,3807.0,2023-02-06,Mogote,-104.701517,35.885852,Mora,US-NM,2023-NMN4S-000024
49590,4023168,3803.0,2018-04-15,C-48/372,-92.5546669999999,31.1051670000001,Rapides,US-LA,2018-LAKIF-000158
282983,23830467,3800.0,2022-04-22,FF,-103.1158,39.031111,Cheyenne,US-CO,2022-COCYX-000556
60174,7778790,3779.0,2020-03-08,OK Pipeline ,-87.4530599999999,33.0224200000001,Tuscaloosa,US-AL,2020-ALALF-000080
148672,7747995,3710.0,2020-02-28,DE SOTO - BB 9303,-89.0098599999999,31.14822,Perry,US-MS,2020-MSMNF-000074
74365,3951169,3685.0,2018-01-24,Black Range - Indian Peaks RX,-108.0111,33.56388,Catron,US-NM,2018-NMGNF-000036
36687,7748383,3675.0,2020-02-29,OK Combined 15/16/18,-87.44505,32.98283,Hale,US-AL,2020-ALALF-000062
61749,7613177,3611.0,2020-01-29,Smith Marsh,-95.57499,28.8230600000001,Matagorda,US-TX,2020-TXBRR-000029
36948,7747978,3578.0,2020-02-28,Boles Field SW Rx,-94.02163,31.7572200000001,Shelby,US-TX,2020-TXTXF-000069
332510,28052835,3562.0,2023-08-24,Shearwood Creek,-94.20992915,31.03372973,Jasper,US-TX,2023-TXTXS-233525
163607,23827403,3555.0,2022-04-01,LITTLE CHIEF,-96.67269,36.64383,Osage,US-OK,2022-OKOSA-001057
19778,7749581,3518.0,2020-02-29,Bigwoods C81/86,-95.27979,30.6083400000001,San Jacinto,US-TX,2020-TXTXF-000072
328343,28048674,3506.0,2023-08-07,Jennings,-99.196799,27.122074,Zapata,US-TX,2023-TXTXS-232909
208005,19560807,3500.0,2021-02-17,Northeast Rx,-80.538562863,25.700889638,Miami-Dade,US-FL,2021-FLEVP-000144
124970,16198388,3500.0,2020-10-21,HABANERO ,-110.967396666,33.248805449,Pinal,US-AZ,2020-AZA3S-002289
169676,6343175,3500.0,2019-06-20,ALKALI CANYON,-119.9902,46.7149000000001,Yakima,US-WA,2019-WASES-000180
233281,19150390,3500.0,2021-03-29,400 and Road L,-96.2,38.7,Lyon,US-KS,2021-KSLYX-000256
218039,3705054,3500.0,2017-11-24,Fellhoelter,-99.38889,39.4230600000001,Rooks,US-KS,2017-KSROX-001969
220073,3469538,3500.0,2017-08-31,Brush Flat,-106.58583,45.12278,Big Horn,US-MT,2017-MTMCD-000552
303124,28023459,3400.0,2023-04-11,WOLF CREEK,-96.25292,36.85813,Osage,US-OK,2023-OKOSA-000877
268164,12068780,3366.0,2020-07-31,Pine Gulch,-108.5255,39.3362100000001,Mesa,US-CO,2020-COGRD-000307
41745,3952366,3357.0,2018-04-05,C-238,-93.066139,31.0933890000001,Vernon,US-LA,2018-LAKIF-000149
355794,32881191,3297.0,2024-02-27,Magenta,-102.2762,35.5324,Oldham,US-TX,2024-TXTXS-240337
254171,13614789,3266.5,2020-08-21,Hill,-106.932807,47.8334580000001,Valley,US-MT,2020-MTNCD-000253
203029,23827601,3200.0,2022-04-06,Sand Creek,-100.688713,35.430701,Gray,US-TX,2022-TXTXS-222372
303641,28023972,3200.0,2023-04-13,Jones Creek,-95.86616,40.53997,Otoe,US-NE,2023-IAIAS-000291
354636,32795602,3198.0,2024-02-21,Wolf Mountain RX,-91.1012,36.6524,Ripley,US-MO,2024-MOMTF-000068
173037,1576468,3189.0,2016-08-08,Strawberry,-114.3061,39.0477780000001,White Pine,US-NV,2016-NVGBP-040129
52154,7745178,3127.0,2020-02-27,OK Compartment 135/136,-86.9670599999999,32.7457900000001,Chilton,US-AL,2020-ALALF-000056
260029,4069967,3096.0,2018-04-05,Boy River ,-94.17776,47.1656,Cass,US-MN,2018-MNCPF-000055
231311,14581588,3000.0,2020-09-07,PEARL HILL,-119.4843,48.0558300000001,Douglas,US-WA,2020-WAWFS-000594
265288,808342,3000.0,2015-06-25,Jackson,-151.867,65.2833000000001,Yukon-Koyukuk,US-AK,2015-AKTAD-000674
355540,28076874,3000.0,2024-02-26,MA North Stinnett,-101.442716,35.856304,Hutchinson,US-TX,2024-TXLAP-000126
200339,23837947,3000.0,2022-06-09,Koktuli River,-156.0913889,59.895,Dillingham,US-AK,2022-AKSWS-204240
5951,6062778,3000.0,2019-04-29,Sulfer RX,-104.692233,36.479967,Colfax,US-NM,2019-NMN2S-000069
22695,2178819,3000.0,2017-03-20,RX - Big Creek Interagency,-92.98743,35.98717,Newton,US-AR,2017-ARBUP-000625
305963,28026301,3000.0,2023-03-31,Dorado-Canada del Agua RX,-105.98305,36.55605,Rio Arriba,US-NM,2023-NMCAF-000046
91194,2163477,3000.0,2017-03-10,HOWELL,-96.13901,36.65522,Osage,US-OK,2017-OKOSA-000564
128054,23825672,3000.0,2022-03-24,Hayfield South,-97.6619444,26.8072222,Kenedy,US-TX,2022-TXTXS-221975
88454,3153170,3000.0,2017-06-22,Romero,-102.93416666,35.7331666600001,Hartley,US-TX,2017-TXTXS-001025
110858,7713974,3000.0,2020-02-17,Matador,-100.411388889,34.143333333,Cottle,US-TX,2020-TXTXS-200040
55504,1984528,3000.0,2016-10-21,Reserve Dist. - Sheep Basin North 141 RX,-108.9369,33.75895,Catron,US-NM,2016-NMGNF-000652
278053,807260,3000.0,2015-06-26,Tip Creek,-155.233,64.4333,Yukon-Koyukuk,US-AK,2015-AKTAD-000649
4061,5868777,3000.0,2019-01-31,BABOCOMARI RANCH RX,-110.4438,31.6300400000001,Cochise,US-AZ,2019-AZA3S-000052
310066,28030410,3000.0,2023-05-22,Grindstone,-115.357283,42.802717,Elmore,US-ID,2023-IDTFD-000064
178727,23830412,3000.0,2022-04-22,Sheridan Lake,-102.4853,38.35527,Kiowa,US-CO,2022-COKWX-000553
200416,23837945,3000.0,2022-06-09,Pike Creek,-156.2508333,59.8783333,Dillingham,US-AK,2022-AKSWS-204239
209102,12532780,3000.0,2020-08-07,Acorn Flats,-107.0326,46.7511400000001,Rosebud,US-MT,2020-MTLG29-000227
64848,4981973,3000.0,2018-09-08,GLADE CREEK,-119.9593,46.10558,Yakima,US-WA,2018-WAWFS-000616
212909,1169770,3000.0,2016-03-23,I40,-100.34351666,35.22761666,Wheeler,US-TX,2016-TXTXS-001019
187006,808214,3000.0,2015-06-25,STUYAHOK RIVER,-160.9,62.2167000000001,Yukon-Koyukuk,US-AK,2015-AKGAD-000618
212899,17114389,3000.0,2020-09-02,FDH-MTLG17-330,-105.59,48.3000000000001,Roosevelt,US-MT,2020-MTLG17-000330
85629,1169756,3000.0,2016-03-23,Crutch,-101.0077778,35.5619444000001,Gray,US-TX,2016-TXTXS-001018
355529,28076862,2963.0,2024-02-26,Juliet Pass,-101.3627778,35.0561111,Armstrong,US-TX,2024-TXTXS-240316
200057,2164411,2962.0,2017-03-07,OKS - Beaver,-100.5439,36.7329500000001,Beaver,US-OK,2017-OKOKS-000574
258059,4319973,2919.0,2018-05-15,NW Sands B/D/J Rx,-91.2720199999999,46.63937,Bayfield,US-WI,2018-WICNF-000023
5585,3875522,2900.0,2018-03-02,CN Bear Bay 04,-86.635775,31.0871550000001,Covington,US-AL,2018-ALALF-000044
357224,32963775,2865.0,2024-03-11,Hodge Hollow RX,-91.244445,37.411388,Shannon,US-MO,2024-MOMTF-000181
297472,27845191,2816.0,2023-02-27,Solar Park,-104.00302426,30.63315643,Jeff Davis,US-TX,2023-TXTXS-230628
52672,1123769,2814.0,2016-02-12,BU 328,-84.6295009999999,30.1488000000001,Wakulla,US-FL,2016-FLFNF-000833
302843,28023175,2808.0,2023-04-11,BIENVILLE CPT 207 208 211 95 SUB 1 RX,-89.27039,32.16648,Jasper,US-MS,2023-MSMNF-000270
44332,1580212,2792.0,2016-08-08,FMAG TENDERFOOT,-112.745,34.2110300000001,Yavapai,US-AZ,2016-AZA5S-005475
330787,28051115,2766.0,2023-08-17,Noelke 3,-101.02156,31.00699,Crockett,US-TX,2023-TXTXS-233258
354892,28076223,2752.0,2024-02-15,ANF Guidrey RX,-94.291972,31.129389,Angelina,US-TX,2024-TXTXF-000083
354441,32784392,2747.0,2024-02-20,OAK COMP 55/56 RX,-87.395274,32.88583,Bibb,US-AL,2024-ALALF-240093
273577,7749188,2743.0,2020-02-29,TOMBIGBEE COMP. 54/55/56,-88.9253399999999,33.24334,Winston,US-MS,2020-MSMNF-000081
10326,7802380,2711.0,2020-03-11,Comp 60/61/62,-95.47115,30.7200100000001,Walker,US-TX,2020-TXTXF-000093
14302,7802780,2711.0,2020-03-11,Red Hill Lake Comp 72/74,-93.7959299999999,31.46169,Sabine,US-TX,2020-TXTXF-000094
180823,5863572,2706.0,2019-03-18,PARSLEY CREEK,-96.02987,35.34583,Okfuskee,US-OK,2019-OKOMA-000294
132753,966713,2700.0,2015-08-29,Tucannon,-117.695198,46.358101,Columbia,US-WA,2015-WASES-001060
183261,4021570,2700.0,2018-04-12,CLEAR CREEK,-96.48416,36.6152000000001,Osage,US-OK,2018-OKOSA-000847
352892,32555593,2648.0,2024-02-03,CON Blue Springs E 9101112 RX,-86.5034,31.1191,Covington,US-AL,2024-ALALF-240046
328904,28049230,2642.0,2023-08-09,Monkey Creek,-99.79116667,34.14833333,Hardeman,US-TX,2023-TXTXS-233022
354028,28075361,2623.0,2024-02-16,TAL WADE 3/4 RX,-85.842791,33.49752,Cleburne,US-AL,2024-ALALF-240088
329559,28049883,2620.61,2023-08-08,Lahaina,-156.66583203,20.88315645,Maui,US-HI,2023-HIMAUX-000775
27549,1293691,2620.0,2016-03-15,Tio Gordito RX,-105.5207,36.56371,Taos,US-NM,2016-NMCAF-000036
281642,13609588,2616.0,2020-08-21,Flat,-114.415333,40.0614670000001,White Pine,US-NV,2020-NVELD-040141
45867,4135178,2610.0,2018-04-30,Winn C-24,-92.8425,32.0566670000001,Winn,US-LA,2018-LAKIF-000177
168850,5362368,2600.0,2018-03-06,P Rd and 10th,-96.2900099999999,37.6210400000001,Greenwood,US-KS,2018-KSGWX-002357
303089,28023421,2600.0,2023-04-11,Rock Creek,-97.0630556,40.1169444,Jefferson,US-NE,2023-NENES-230158
38560,6721195,2600.0,2019-08-20,Crab Lake,-92.0835,47.93699,St. Louis,US-MN,2019-MNSUF-000222
194835,5917571,2590.0,2019-04-03,Boy River,-93.9345,47.40648,Itasca,US-MN,2019-MNCPF-000028
358796,32965350,2588.0,2024-03-19,Rock Pile RX,-92.0204,36.9148,Howell,US-MO,2024-MOMTF-000241
342940,28064267,2582.0,2023-11-04,Alex Creek Road,-83.5983333,36.9086111,Knox,US-KY,2023-KYKYS-231212109
69419,3888247,2566.0,2018-03-07,C-25 26 & 27,-93.2425,32.7055560000001,Webster,US-LA,2018-LAKIF-000097
69215,3948766,2565.0,2018-02-05,Silver City - Jaybird RX,-108.2006,32.9547000000001,Grant,US-NM,2018-NMGNF-000043
343069,28064397,2549.0,2023-11-05,Short Branch Road,-83.1905556,37.1205556,Perry,US-KY,2023-KYKYS-231932150
112258,3688537,2500.0,2017-11-20,Phillips Camp,-102.73028,33.4269400000001,Cochran,US-TX,2017-TXTXS-001037
248718,2191694,2500.0,2017-03-23,Arkalon,-100.8033,37.1028400000001,Seward,US-KS,2017-KSSWX-000394
285206,1141403,2500.0,2016-03-02,Kaiser 8,-103.198997,33.752399,Roosevelt,US-NM,2016-NMN5S-000053
277768,23723993,2500.0,2022-03-14,Crews Gap,-99.7177778,31.8969444,Runnels,US-TX,2022-TXTXS-221629
79016,4623968,2500.0,2018-06-28,MONTECITO,-119.7994,46.19323,Benton,US-WA,2018-WAWFS-000227
200505,23837607,2500.0,2022-06-07,Telaquana River,-154.3444444,61.0183333,Bethel,US-AK,2022-AKSWS-204216
182778,7253174,2500.0,2019-11-09,Cherry Creek,-101.7988,39.78443,Cheyenne,US-KS,2019-KSCNX-001748
98502,966365,2500.0,2015-08-29,White Ranch,-101.739,30.602,Terrell,US-TX,2015-TXTXS-002027
142667,13755588,2500.0,2020-08-24,Fitzgerald CA,-102.501,44.05663,Pennington,US-SD,2020-SDSDS-200555
131051,22137189,2500.0,2021-10-26,Blue,-101.97397,35.84245,Moore,US-TX,2021-TXTXS-213078
218802,840272,2500.0,2015-07-06,Little Black,-143.233,65.7,Yukon-Koyukuk,US-AK,2015-AKUYD-000707
121132,23826772,2500.0,2022-03-30,Borrega,-98.01950692,27.47338901,Kleberg,US-TX,2022-TXTXS-222264
146815,1118775,2500.0,2016-01-28,Impact area,-104.723602,38.551701,El Paso,US-CO,2016-COFCQ-000047
133877,916536,2500.0,2015-08-10,Robins,-102.643,30.7275000000001,Pecos,US-TX,2015-TXTXS-002006
295516,23875046,2500.0,2023-02-02,POTATO SHED,-103.166003,34.22559,Roosevelt,US-NM,2023-NMN5S-N5S098
216791,23769596,2500.0,2022-03-17,Edmunson,-101.265004,31.680575,Sterling,US-TX,2022-TXTXS-221728
216313,8144380,2500.0,2020-04-01,QUARLES,-96.17188,36.4041100000001,Osage,US-OK,2020-OKOSA-000519
151294,2596018,2497.0,2017-04-27,Mud Goose Rx,-93.98382,47.23587,Cass,US-MN,2017-MNCPF-000186
25256,13196788,2495.0,2020-08-17,BU 15,-85.1082699999999,29.67661,Franklin,US-FL,2020-FLSVR-000353
214701,5867170,2484.0,2019-03-19,DUES,-96.43742,36.3193900000001,Osage,US-OK,2019-OKOSA-000319
355611,32865591,2463.0,2024-02-26,Bear Pen RX,-91.175783,36.868583,Carter,US-MO,2024-MOMTF-000109
46877,5804369,2455.0,2019-02-27,TL Bunn,-85.8708329999999,33.446944,Clay,US-AL,2019-ALALF-000014
132082,23845346,2450.0,2022-07-11,Hot Blue Stem,-95.26737,29.10944,Brazoria,US-TX,2022-TXBRR-000285
14235,5829969,2441.0,2019-03-08,Compartment 107,-83.817222,33.22,Jasper,US-GA,2019-GACHF-190009
110100,23826411,2439.0,2022-03-27,REDEAGLE,-95.08965,36.14605,Cherokee,US-OK,2022-OKOSA-000974
286640,7751187,2412.0,2020-03-01,BIENVILLE BB 242/243/246,-89.5475499999999,32.11134,Smith,US-MS,2020-MSMNF-000091
357022,32963571,2405.9,2024-03-02,rx-Avoca Prairie/Savanna SNA,-90.3180007,43.1979673,Iowa,US-WI,2024-WIWIS-RX2006
60668,6903583,2386.0,2019-09-17,Golondrino Mesa Unit - Golondrino Rx,-106.7332,36.41657,Rio Arriba,US-NM,2019-NMSNF-000522
6843,7681178,2385.0,2020-02-10,C-56 RX BURN,-81.494444,33.2719440000001,Barnwell,US-SC,2020-SCSRF-200027
354536,32791993,2384.0,2024-02-19,Carman Springs North RX,-92.046572,36.946338,Howell,US-MO,2024-MOMTF-000052
58253,5855169,2375.0,2019-03-17,Boykin Spring Blk D,-94.2688899999999,31.0788900000001,Angelina,US-TX,2019-TXTXF-000136
31252,7708375,2366.0,2020-02-14,CN Bear Bay 05,-86.66283,31.0880900000001,Covington,US-AL,2020-ALALF-000042
174911,2170922,2326.0,2017-03-06,Raceway Park,-100.0227778,37.8155556,Ford,US-KS,2017-KSFOX-000305
355380,32856000,2313.0,2024-02-25,FLW Range Complex RX,-92.239,37.626,Pulaski,US-MO,2024-MOMTF-000100
354893,28076224,2308.0,2024-02-14,SHNF Comp 1 / 2 / 3 RX,-95.7807,30.5839,Montgomery,US-TX,2024-TXTXF-000080
328889,28049215,2308.0,2023-08-09,Cedar Top,-99.502,33.71233333,Knox,US-TX,2023-TXTXS-232992
3559,1114921,2307.0,2016-01-26,BU 51,-84.746902,30.1564010000001,Liberty,US-FL,2016-FLFNF-000804
335499,28055824,2306.0,2023-09-09,Moonshine,-99.21213333,33.69485,Baylor,US-TX,2023-TXTXS-234056
334799,28055122,2304.0,2023-09-04,Peacock,-100.39749102,33.21199812,Stonewall,US-TX,2023-TXTXS-233896
206342,7743982,2300.0,2020-02-27,SC Loop Road,-85.644333,33.6925830000001,Calhoun,US-AL,2020-ALALF-000055
113711,921814,2300.0,2015-08-11,Sucker Creek,-112.6343,47.012501,Lewis and Clark,US-MT,2015-MTHNF-000164
137368,10787180,2300.0,2020-07-12,Campbell Rd,-101.060659,35.744286,Roberts,US-TX,2020-TXTXS-200282
301594,28021930,2300.0,2023-03-31,Parallel,-96.94162,37.82396,Butler,US-KS,2023-KSBUX-000250
262661,23868403,2300.0,2022-10-23,Middle Creek,-96.83765,38.36285,Marion,US-KS,2022-KSMNX-001900
195664,23856399,2298.0,2022-08-13,Columbus,-115.7565,47.68884,Shoshone,US-ID,2022-IDIPF-000415
114396,1138163,2286.0,2016-02-19,Pumkin Center,-103.621,38.8008,Lincoln,US-CO,2016-COLCX-000088
132766,6057174,2267.0,2019-05-01,Bienville RD Compartment 10/11/14,-89.59379,32.5072900000001,Scott,US-MS,2019-MSMNF-000046
